Curve,FPR,TPR,TPR_Lower,TPR_Upper,AUC,AUC_CI_Lower,AUC_CI_Upper
Infrared thermography,0.2183406113537118,0.5081374321880651,,,,,
Infrared thermography,0.2205240174672489,0.5081374321880651,,,,,
Infrared thermography,0.2205240174672489,0.5189873417721519,,,,,
Infrared thermography,0.22270742358078602,0.5189873417721519,,,,,
Infrared thermography,0.22270742358078602,0.5207956600361664,,,,,
Infrared thermography,0.22489082969432314,0.5207956600361664,,,,,
Infrared thermography,0.22489082969432314,0.5226039783001808,,,,,
Infrared thermography,0.2292576419213974,0.5226039783001808,,,,,
Infrared thermography,0.2292576419213974,0.5262206148282098,,,,,
Infrared thermography,0.2314410480349345,0.5262206148282098,,,,,
Infrared thermography,0.2314410480349345,0.5334538878842676,,,,,
Infrared thermography,0.2336244541484716,0.5334538878842676,,,,,
Infrared thermography,0.2336244541484716,0.5352622061482821,,,,,
Infrared thermography,0.24017467248908297,0.5352622061482821,,,,,
Infrared thermography,0.24017467248908297,0.5370705244122965,,,,,
Infrared thermography,0.2445414847161572,0.5370705244122965,,,,,
Infrared thermography,0.2445414847161572,0.538878842676311,,,,,
Infrared thermography,0.24672489082969432,0.538878842676311,,,,,
Infrared thermography,0.24672489082969432,0.546112115732369,,,,,
Infrared thermography,0.24890829694323144,0.546112115732369,,,,,
Infrared thermography,0.24890829694323144,0.5479204339963833,,,,,
